id,min,eng
46268,"Cuma kalau bisuak nio mancari, nyo ado di rak yang dakek cream krim wardah basabarangan jo rak lotion, citra, sister.","But if you want to look for it tomorrow, it will be on the shelf near the Wardah creams, across the shelves with the Citra lotions, sister."
46269,"Resto jo konsep sauang2 yang talatak di dalam komplek perumahan. Makanan yang disajian baragam mulai dari sundanase, makanan barat, dll. udaro cukuik dingin di malam hari atau katiko ujan jadi disaranan mambaok jaket. Jalan antaro sauang manggunoan batu-batu sahinggo kadang-kadang licin katiko ujan","A resto with the concept of bungalows located within a residential complex. The dishes served vary from Sundanese, Western, etc. the air is pretty cold at night or when it's raining so it's advisable to bring a jacket. Stones are used to walk fromo bungalow to bungalow so sometimes ithey get slippery when it's raining."
46270,"Tampeknyo nyaman bana, makanannyo lamak, kopinyo lamak. Pas untuak ngumpua jo kawan-kawan atau makan malam.","The place is so cozy, the food tastes great, and the coffee is amazing. Perfect place for hanging out with friends or dinner"
46271,"Kalau kuota awak ndak baliak bisuak, awak nio berang-berang ka indosat","If my quota isn't back by tomorrow, I'm gonna be so mad at Indosat"
46272,"Tampeknyo nyaman, makanan lumayan lamak, Untuak yang nio maota lamo-lamo cocok bana ado banyak tampek lesehan nyaman bana plus udaro yang sajuak.","The place's comfy, and the food's great. If you wanna chat around for a long while, this is the place. There're lots of lesehan spots, and they're so cozy when coupled with the breezy air"
46273,Raso makanan cukuik lamak. Lokasi cukuik strategis dakek eskalator turun dan naiak mal. Sacaro kasaluruhan ancak mantap.,"The food is quite good. The location is ideal, near the mall's escalators. Overall, absolutely amazing"
46274,"Hai, yo, silakan sanak dapek mancubo lakuan pambayaran pdam di bukalapak.","Hello, yes, you can pay your water bills through Bukalapak"
46275,"Enkaolshop, tapacayo, barangnyo ancak ancak","Enka Olshop, trusted, items are all good."
46276,"Aslinyo ko basa barado di jalan karapitan setau wak, kini memenag lah tasebar di babarapo tampek di bandung. Makanannyo ndak hanyo bakso, tapi ado babarapo makanan tambahan yang lain. Untuak raso yo ndak talampau spesial. Untuak harago jo ukuran bakso di bandung cukuik maha. Ditambah palayanannyo yang kurang ancak di ciwalk.","Originally, this meatballl resto was located in Karapitan Street as far as I know, now it's true that it's spread across several places in Bandung. The food served does not only consist of meatballs, but there are other side dishes in addition. For the flavour, it's nothing too special, For the price, considering the size and price of meatballs in Bandung, it's quite on the expensive side. Plus, the service is a bit lacking in Ciwalk."
46277,"Harusnyo masih ado hak mandapekan cashback 5 juta jo caro balangganan paket iplan 500k salamo 24 bukan ni. Jo bisa lo cicilan 0% pakai cc bca, bni, mandiri, cimb niaga.","You should still be able to receive a cashback of 5 million by subscribing to the 500k Iplan package for 24 months,. You can also get 0% instalment using BCA, BNI, Mandiri, or CIMB Niaga credit card"
46278,Ndak manyasa juo makan di solaria tampeknyo barasiah dan cocok untuak kaluarga juo. Makanan capek kalua siap dipasan.,I don't regret eating at Solaria. The place's clean and perfect for family meals. The food also comes out quickly after ordering
46279,Tanggaan dari keanggotaan polisi se. Daripado jadi parusak namo baik korp.,Just kick them out of the police already. Rather than giving the corp a bad name.
46280,Manyasa tadi ka toko tu. Malah bali hal-hal nan ndak ka tapakai. Cuma dek lapa mato jadi bali:,I regret getting in that store. I ended up buying things I'll never use. It was really an impulsive buy from my part.
46281,"Makan di tapi jalan, makanannyo indak lamak, palayanan indak rancak, harago maha.","Ate on the roadside, unappetising food, bad service, too expensive"
46282,Untuak maajuan karajosamo/sponsorship ibu elsa dpk mahubuangi: Pt. Bank mandiri persero tbk corporate secretary,"To request for a collaboration/sponsorship, Ms. Elsa can contact: the Corporate Secretary of Mandiri Bank, Ltd."
46283,Produksi lah liak indoi goreang sate. Dicari-cari alah ndak ado. Rasonyo lamak beda jo raso sate merk lain,Please produce more Indomie Goreng Sate. Been looking for it everywhere but still nothing. The taste is so good and different from sate flavours from other brands.
46284,Pagi pagi nio berang jo sinyal telkomsel.,Early in the morning and Telkomsel's signal makes me wanna go mad.
46285,"Antriannyo lamo, makanannyo pun lamo juo dan raso makanannyo pun biaso se dan maha","Queue takes so long, food takes so long, too, and the taste is just average with a ridiculous price."
46286,"Parah bana xl kini ko bantuaknyo, harus ganti provider lain cuma maha kualitas buruak","My God XL is so horrible now. Time to switch providers. High prices, low quality"
46287,"Kereta mutiara timur malam, sby - bnywangi eksekutif tapi kursi kumuah bana. Ndak sasuai jo harago yang maha bana, kecewa bana","The night Mutiara Timur train from Surabaya - Banyuwangi. It's executive but the seat is really gross and dirty. Not worth the luxurious price, absolutely disappointing"
46288,"Awak mamiliah tampek makan di sauang jo pamandangan sawah mamasan nasi timbel komplit, sarabi oncom jo colenak pasanan datang ndak harus manunggu lamo. Hanyo sajo awak kacewa jo surabinyo. Di lua ekspektasi wak. Ndak lamak.","I chose this eatery in Saung with a ricefield view and ordered the complete Nasi Timbel, Surabi Oncom, and  Colenak. The order was served without waiting too long. Only disappointed with the Serabi. Below my expectations. Not delicious."
46289,Buruak bana palayanan pos indonesia kini ko,Pos Indonesia's services are so pathetic nowadays.
46290,"Iko indihome wak gangguan lo liak ko. Awak sadang ado karajo tibo-tibo putuih, merah kijok-kijok, baru saminggu elok wifinyo, alah gangguan liak. Indihome telkom kini banyak gangguan yo, bayia salalu maha, mengecewaan bana.","My Indihome got some problems again. I was working when all of a sudden the connection was cut, my modem blinked red, the wifi had only been fine for a week, and then it got issues again. You've got a lot of problems lately huh, Indihome Telkom? Bill's always high, but still disappoints."
46291,"Manuruik wak bebek garang ko punyo varian menu bebek yang cukuik banyak. Wak suko paduan antaro bebek jo ladonyo, rasonyo pas. Untuak harago kisaran 20 - 30 ribu dan menuruik wak cukuik sapadan jo raso dari makanan di siko.","In my opinion, this Bebekk Garang has plenty of duck menu variants available. I like the combination between the duck and the Sambal, the flavour is just right. The price ranges from 20-30 thousand and I  believe it to be a reasonable price for the food here."
46292,"Cocok untuak patamuan, acara nikah, pamotretan. Suasananyo tanang, santai, sajuak.","Perfect for meetings, weddings, and photoshoots. The atmosphere is calming, soothing, and cool"
46293,Satiok kali ka siko awak nio balamo-lamo dan indak nio pulang capek. Palayanan nan ramah dan tampek nan nyaman.,"Every time I come here, I just wanna stay here for a long time and not go home. The service is hospitable and the place feels just like home."
46294,Restoran ko manyajian masakan bali yang banyak modifikasi sahinggo takasan disesuaian jo lidah konsumen nan bukan urang bali. Tigo photo nan awak lampiran tu adolah makanan nan kami pasan.,"This restaurant offered many highly modified Balinese cuisine that felt like they were more tailored towards the customers, most of which weren't native Balinese people. The three pictures we attached are of the food we ordered."
46295,"Kalau di banyak tampek steak mambutuahan wakatu lamo sabalum panyajiannyo, di tampek ko manuruik wak labiah capek dan sasuai jo lidah maupun jo dompet awak. Awak pernah manunggu kawan sampai 2 jam di siko, tapi ndak taraso dek makanannyo mambuek wak lupo wakatu. Hehe","Where most steakhouses would take quite a long time to serve the food, here the steak came out rather quickly, in my opinion and it was perfect, both for my palate and my wallet. One time I was waiting for my friend for 2 hours here, but I didn't feel that long because the food made me lose track of time. Hehe"
46296,Kalau nio bali ubek pai se ka kimia farma nan ado di ujuang jalan tu,"If you wanna buy some meds, just go to Kimia Farma at the end of that street."
46297,Palajaran matematika anak sd kini payah payah,Elementary graders' math lessons are now really difficult
46298,Restoran di siko taruih panuah dek lataknyo yang strategis di pintu masuak mal. Raso bubua cukuik lamak. Proses panyajian dari order sampai panghidangan cukuik capek pulo.,This restaurant's always packed because of its ideal location near the mall's entrance. The porridge tastes nice. The ordering and serving process are also pretty fast.
46299,Iyo dek wak sadang galau uni mako dari tu buek story mode tu,"I can't help it, I was feeling blue so I made that kind of story"
46300,"Untuak nan sadang ka cirebon dan cari tampek nan lamak parkirnyo dan makanannyo [aralu capek, labiah ancak ka siko karano lueh dan suasano nyaman","For those going to Cirebon and looking for a nice parking spot and quick-service food, it's best to come here since the parking spot is spacious and the atmosphere is comfy."
46301,Mm sadiah lah kalau ka siko taruih manunggu: Mienyo padeh bana. Hehe bangkunyo juo tambahan lah bia ndak manunggu,"Mm, kinda sad to have to wait every time I come here. The noodles are hella hot. Hehe, maybe add more seats in so we don't have to wait, y'know."
46302,"Emang faktanyo kami punyo banyak tanah di siko, nio apo ang?! dek itu karajo lah bia bisa banyak pitih mode kami-kami, jan hanyo pandai maupek se","But the fact is, we do own lotsa land here, whatcha gonna do about it?! Just work hard if you wanna be rich like us, don't just mock us all the time "
46303,Restoran The Valley ko pamandangan ka kota nyo nomor 1. Manikmati suasana malam hari jo lampu kijok-kijok indah bana.,The Valley restaurant has the number 1 view of the town. Enjoying the night vibes with twinkling lights is amazing
46304,"Kalau ka semarang wajib makan mi kocok ko, menuruik awak paliang lamak. Walaupun tampeknyo dipinggia ruko, dan untuak makannyo harus usaho mandapekan bangku, tapi layak bana kalau dibandiangan jo rasonyo. Kuliknyo banyak, kuahnyo gurih bana dan mienyo leba jo tipih. Haragonyo murah lo. Teh paliang lamak mie kocok di semarang.","When you're in Semarang, you gotta try this mie kocok. I think it's the best . Even though it's on the edge of the shop buildings and you gotta find your own seat, the taste is so worth it. They got a lot of cow gravel, and the tasty broth really goes well with the thin and wide noodles. It's also dirt cheap. For sure, he mie kocok is the best in semarang"
46305,Maliang nan subananyo alah di pastian banamo lulung,The thief that has already been confirmed to be someone named Lulung.
46306,"Memang yo kayaknyo awak indak ditakdiran manikmati indomie goreng, padahal maabuih minyo se. Bisa-bisanyo talampau kambang.","Bruh, maybe fate just doesn't let me have a good Indomie Goreng, even though it's just a simple act of boiling noodles. How could you make it too soft?"
46307,Nike mangaluaan produk sapatu tabarunyo,Nike has released their newest shoe product.
46308,"Wakatu awak ka restoran itu, palayanan mandatangi awak dan batanyo untuak bara urang.","When I went to that restaurant, the waiter came up to me and asked me for how many people I wanted the table to be."
46309,Roti bakar duti ko alah ado sajak dulu di siko. Rotinyo biaso se sih. Cuma menu piliahannyo banyak bana. Apo se ado. Sampai kadang binguang lo nio piliah nan isi apo. Ado jua bubua lo. Okelah.,"Roti Bakar Duti has been around for a long time. Even though the bread is nothing special, there's a lot of variety. Pretty much everything is on the menu. Sometimes I don't even know what fillings to choose. They also have porridge. That's also pretty good"
46310,"Kuota jadi abih takureh untuak mancaliak foto-foto nan hanyo mambuek awak iri, makanan lamak-lamak yang buek lapa","My quota is drained dry just to see photos that make me jelly, and delicious food that makes my mouth water."
46311,"Awak suko bana makan di restoran ko, menu masakannyo baragam, rasonyo lamak, haragonyo ndak talalu maha.","I really love eating in this restaurant. Varied menu, awesome flavours, and not really that expensive."
46312,Kurang pas kalau bakunjuang ka banduang tanpa mancicipi batagor. Batagor burangrang adalah salah ciek nan rasonyo lamak dan sausnyo pun gurih.,You haven't visited Bandung if you haven't tasted any Batagor. Batagor Burangrang is one of the best when it comes to tasty batagor and exceptional sauce.
46313,"Nan makan rami, antri, menu masakan, masakan standar mode di rumah. Raso bioso se. Harago ndak sasuai jo kualitas raso.","Packed with customers eating and queuing. for the menu, its standard is just like home. Nothin' to write home about  as far as flavour is concerned. Quality of taste is not worth the cost."
46314,"Awak bisa kecekan iko adalah resto nan cocok untuk kaluarga. Sambia istri awak balanjo oleh-oleh, awak bisa manikmati makan siang di resto ko. Anak anak awak bisa bamain di tampek bamain jo tiket nan murah.","I can confidently say that this resto is perfect for families. While my wife is buying souvenirs, I can enjoy my lunch in this resto. My children can also play around in the playground thanks to the affordable tickets."
46315,"Tampeknyo rami bana, makanan bavariasi. Desian dan lingkungan nyaman. Udaro sajuak, banyak tampek bamain anak.","What a crowded place, food's varied. Comfortable design and environment. Cool breeze, lots of children's playgrounds."
46316,"Jadih uni, bakanan manunggu untuak kandala di provider telkomsel ka direspon dek rekan kami.","Alright, please wait for our team to respond to your issues regarding the Telkomsel provider."
46317,Ibo personil ungu kini sepi job gara-gara ditangga pasha,"Poor Ungu personnels, can't find a gig after Pasha left"
46318,"Kalau ado pulsa sagudang, akan maaktifan wifi untuak sadolah urang bia bisa internetan","If I have a ton of phone credits, I will activate my hotspot so that everyone can access the internet."
46319,Menkeu manyampaian bahwa lamahnyo rupiah labiah bapangaruah ka defisit transaksi bajalan,The Minister of Finance states that the weakness of Rupiah holds more influence towards the current account deficit.
46320,"Pagi pagi di tol cipali alah macet parah, buek kesal se ko",Early in the morning ...
46321,"Pakaro pagantian rekening utuak pambayiaan autodebet BPJS, Bapak Luqman bisa pai ka kantua cabang Bank Mandiri pangajuan autodebet kini yo. Untuak dapek dilakukan tutuik rekening talabiah dahulu.","Regarding the account change for the BPJS autodebit payment, Mr. Luqman may come to the branch office of Bank Mandiri for the corresponding autodebit proposal. We will close the account first and foremost."
46322,Oto yang sahari-hari dipakai jeje adolah merk toyota dan bawarna krem.,The car Jeje uses for her day-to-day activities is a cream-coloured Toyota
46323,"Suasana sawah dan pagunuangan, ado wine cellarnyo. Tapi makanannyo maha, harusnyo kualitas bisa labiah ancak karano restoran sarupo di bandung kini alah banyak","Has a nice atmosphere, what with the ricefield and mountain, they even got a wine cellar. But the food was too expensive. The quality could've been a lot better especially since there're tons of deteriorating restaurants in Bandung right now."
46324,Paliang kesal kalau ado urang maota di jalan sambia motoran apolai kalau jalannyo sampik,"My biggest pet peeve is when people are chatting while riding on their motorcycles, especially if the road is narrow."
46325,"Pelayanan kurang aktif dan indak ramah serta kurang bisa manjalehan menu makanan nan ado, sahinggo tamu maraso indak diacuahan dan didiaman se.","The servers aren't very active and friendly, often times unable to explain the available menu, making the customers feel ignored and neglected."
46326,"Restoran sangaik ancak, pamandangan mahadok ka kota Bandar Lampung, sahinggo sangain ancak pas malam hari. Suasana sangaik tanang, dekorasi ruangan sangaik ancak. Awak sangaik suko tampek ko.","Really good restaurant, with a view facing Bandar Lampung city, making for a breathtaking sight at night. The atmosphere is calming, and the decors look beautiful. I absolutely love this place."
46327,Calon palamar cpns hanyo dapek mandaftar di 1 instansi dan 1 formasi jabatan,Aspiring applicants of the CPNS may only register for one institution and one position.
46328,"Makanannyo lumayan, wak order spring roll agak oily, harago hidangan utama cukuik maha. Bangunan unik tapi lokasi indak talalu rancak sahinggo tampeknyo taruih taliek langang. Saat order ancaknyo manyampaikan labiah jaleh, sabab nan tajadi pado kami, kami order 2 tapi manarimo 3 item. Palayan sangaik ramah, tapi sikap kasirnyo sagetek aneh. Mungkin awak ndak ka baliak lai.","Food was alright, I ordered a spring roll but it was kinda oily, and the main course costed a bit too much. The building was unique but the location wasn't really ideal, making the place always look empty. When you order, make sure that you say what you want clearly, because what happened to us was we got 3 items when we only ordered 2. The waiters were very friendly, but the cashier was acting a bit odd. I probably wouldn't be coming back."
46329,"Ikan gurame baka jo cah kangkuang yang dihidanganan di red dipo yang awak bali wakatu makan siang waktu bulan november 2012, rasonyo lumayan oke, hanyo sajo lado di sambalnyo dan sayuanyo mode: Timun, tomaik dan kangkuangnyo jo jeruk di es jeruknyo taraso kurang segar.","The griled gourami and stir-fried water spinach served in Reds Dipo which I ordered at lunchtime in November 2012, tasted quite okay. It's just that the chilli in the sambal and veggies such as: cucumbers, tomatoes, and the water spinach, and also the orange in the iced orange juice don't feel very fresh."
46330,Karya bakti bca finance posisi relationship officer mambukak lowongan untuak ditampekan di pakanbaru,BCA Finance offers a job vacancy via the Karya Bakti programme for the relationship officer position in Pekanbaru
46331,Makan bakso sambia maota jo kawan-kawan. Tampeknyo lasuah untuak makan. Haragonyo indak terlalu maha.,Ate bakso while chatting with friends. The place is cool for eating. The price is also not too expensive.
46332,"Di tangah proses hukum, warga tamansari bandung maadoki takanan panggusuran","In the middle of legal proceedings, residents of Tamansari Bandung face the threat of eviction."
46333,Hari ko nio balanjo di toko itu supayo bisa dapekan paralatan masak keren plus kasempatan liburan ka Balando.,Wanna shop in that store today so I can get that cool cooking utensil plus a chance to vacay in the Netherlands.
46334,"Jankan 1 jam, ngeplay stories nan hanyo babarapo datiak se loadingnyo lamo bana, indosat lua biaso.","Forget 1 hour, I can't even play stories that takes about a couple seconds without loading forever. Just amazing, Indosat"
46335,Indak bosan dan takasima. Tiok tibo ka congo kafe. Tampeknyo tanang. Nyaman. Cubo lah tibo pas malam hari. Labiah romantis. Kalau baok pasangan,Never boring and always amazing. Every time I come to Congo Kafe. The place is calming. Cozy. You should try coming here at night. It's more romantic. Especially with your loved one
46336,Haragonyo sangai tajangkau dan menu makanannyo cukuik kakinian. Tampek makannyo didekor dengan elok dan unik.,The price is incredibly affordable and the menu is hip and cool. The resto's decor is arranged well and uniquely.
46337,Tampeknyo kurang barasiah. Untuak pai ka sinan agak payah karano acok macet. Jadi bapikia duo kali kalau nio baliak liak.,The place is not too clean. Going there is a bit difficult due to frequent traffic jams. Gotta think twice before coming back here.
46338,"Tim ambo ka maadoan makan malam tema di burgundy. Daripado tasasek, ambo dan sekretaris ambo mancubo mancek tampeknyo dulu sahari sabalunnyo. Sakalian jo tes makanan. Pajalanannyo jauh bana dan naiak turun bukik. Diperparah pas kami ka sinanitu hari minggu sore sahinggo macet. Sampai di sinan sih pamandangannyo oke. Tapi layout restorannyo biaso se.","Terjemahan pada sheet translation sudah bagus, namun di sheet ini ini tidak terlihat lengkap."
46339,"Wak gunoan bb tipe 9210, wak dapek info sajak patang, dikenakan biaya gprs.","I use the Type-9210 BB, got an info since yesterday, and then got charged for GPRS "
46340,"Handphone wak lenovo, tacabua di banda pas 2 minggu baru bali, jatuah di aspal wakatu wak ngebut naiak onda sampai isinyo kama-kama, telepon genggam wak masih bisa batahan, mantaplah lenovo.","I use a Lenovo phone. It fell into the sewer just 2 weeks after buying, fell onto the asphalt when I was speeding on my bike and its parts scattered everywhere, yet this phone still survives. You're awesome, Lenovo"
46341,Batagornyo gadang-gadang dan dagianyo taraso bana. Mantaplah. Bumbunyo rasonyo lamak. Cocok kalau dijadian menu untuak makan ringan sore hari.,The batagor's huge and the meat is tasty. Simply amazing. The seasoning is spot on too. Perfect menu for an afternoon snack
46342,Sangaik panek malam ko.,So tiring tonight.
46343,Awak alah kirim email komplen karano telpon ndak masuak se taruih.,I've sent a complaint e-mail since my telephone call wouldn't go through.
46344,Porsinyo banyak kepitiang kisaran 100 ribu/porsi. Udang bakanyo lamak. Bumbunyo lamak panuah rempah. Hargo dan rasonyo basaing jo perahu seafood jalan sumatera.,The portion was plentiful. Crabs were around 100 thousand / portion. The grilled prawns are also great. The condiments were full of spice. Both the price and taste can rival Perahu Seafood in Sumatera Street.
46345,Rizal ramli mambocoran caro manstabilan harago bareh.,Rizal Ramli explains how the price of rice can be stablized.
46346,Wak sabagai warga Jakarta malu kang samo oknum nan indak batanggung jawek yang nio sweeping bobotoh,"As a Jakartan, I'm ashamed of some irresponsible people who wanna sweep the Bobotoh, man"
46347,Bali adolah salah ciek pulau nan manjadi tujuan destinasi para turis.,Bali is one of the islands that becomes the destination of the tourists.
46348,"Pajalanan nan kini ko dalam rangka urusan mancari tampek nan rekomendasi untuak klien kami. Jarak tampuah dari bandung kota cukuik jauah emang, tapi hal ko bisa tabayia jo pamandangan nan nan elok di malam dan makan malam jo makanan dan pelayanan okay.","Our current trip is to find a good place to recommend to our client. The distance from Bandung is pretty far, but it's all paid off once you see the beautifull night scenery while having great food and service"
46349,"Lokasinyo yo sagetek tasuruak di suduik sabuah parumahan. Konsep tampeknyo rancak, mode rumah di padesaan eropa jo lantai dan dindiang kayu. Salain di dalam, pangunjuang bisa manikmati makanannyo di kursi-kursi di area taman yang unik mamakai drum bakeh.","The location is kinda hidden in the corner of a housing area. The concept of this place is great, looks just like a house in a European village with wooden floors and walls. Aside from the interior, customers can enjoy their meal in the unique garden, utilizing old drums as seats."
46350,Kami manjua kabel hdmi premium 1 meter bali 2 gratis 1 di kadai Rich Com Store.,We sell premium one-meter HDMI cables. Buy 2 and get 1 for free in Rich Com Store vendor.
46351,Ndak nio tau. Baliakan pulsa awak. Iko namonyo parampokan. Paket nelp kalian pun parampokan. Baru ko awak komplain.,I don't care. I want my phone credits back. This is a robbery. Your telephone package is also a robbery. I just complained about it.
46352,Daun mampunyoi bamacam jenis bantuak.,Leaves come in a variety of shapes
46353,"Wak jo keluarga mancubo basantap di karamba resto karano sopir oto sewa kami marekemendasiannyo. Kami memang tibo di tampek agak malam sakitar pakai. 21 meskipun restoran alun tutuik atau basiap-siap ka tutuik, namun beberapa menu alah abih. Bahkan ibu jo laki wak mamasan nasi timbel yang sayua asamnyo alah abih dan dituka jo sup sayua oleh pihak resto. Indak banyak pilhan nan bisa kami piliah. Kurang rekomendasi.","Me and my family tried eating in Karamba Resto because our rental car driver recommended it. We did arrive kinda late at 21:00. Although the resto wasn't closed or preparing to close yet, some of the menus were already out. My mom and husband even had to order nasi timbel without the sayur asem since it's out of stock. It was replaced with sup sayur by the resto's staff. We didn't have many options to choose from. Not recommended."
46354,"Barubah status jadi universitas, bsi maadoan seminar motivasi","After getting officially acknowledged as a university, BSI held a seminar on motivation."
46355,"Rumah makan zaman dulu tapi raso tatap samo lamaknyo, ayam jo nasi kreceknyo lamak bana, kadang den singajo bali untuak bungkuih ka rumah","A diner that has existed since a long time ago and yet the taste is just as delicious as it used to be, the chicken and krechek rice are very delicious. Sometimes I even would go out of my way to take some back home to enjoy later."
46356,"Agak kesal jo kalau tiok hari lewat sinan taruih. Sampik, duo arah, macet alah jadi makanan sahari-hari","Needing to pass that street everyday is kinda irritating. The narrow, two-way street and its traffic jam have become an everyday occurrence at this point."
46357,Adiak wak ditarimo di teknik lingkungan ITB,My younger brother got accepted in ITB's Environmental Engineering Faculty.
46358,"Tolong capek tindaklanjuikan aduan awak, sabalum korban meretas gopay jadi batambah.","Please follow up my complaints ASAP, before there are more victims of GoPay hacking"
46359,Menu utamo andalan mereka adolah ayam betutu nan dapek dipiliah variasi rasonyo mulai dari indak padeh sampai sangaik padeh. Salain ayam pulo ado bebek betutu jo variasi raso yang samo.,"Their signature main dish is the betutu chicken, with flavour variations ranging from mild to really spicy. Aside from chicken, there's also betutu duck with the same flavour variations."
46360,Indak pernah bisa ngecek kato-kato kasa ka pasangan walau tujuannyo bagarah/ memang sadang berang bana saking respeknyo wak ka inyo,I never say rude things to my partner even for a joke / when I'm really angry because I respect him that much
46361,Patang mereka mandaftar beasiswa djarum,"Yesterday, they applied for the Djarum scholarship"
46362,Kak adit awak pasan indominyo ciek,"Kak Adit, I'll have one Indomie, please."
46363,"Oh iyo diketerangan kan note 3 pro, baakok nan dikirim note 3 yo, kecewa juragan","By the way, the description said Note 3 Pro, but what I got was Note 3. What a letdown, man"
46364,"Kilaki antak warga jo oto di Prancis, 2 luko-luko","A man ran over some people with a car in France, 2 injured."
46365,"Awak panasaran nio makan di siko. Katiko pasan, suaro uda-udanyo lambek bana ndeh indak jaleh ngecek apo do blupub blupub gitu haha. Awak mamasan mi ayam 2baso ekstra, pacar wak mamasan bakso urat soun. Indak lamo tibo pasanan pacar wak dan ruponyo indak sasuai jo ekspektasi.","I was curious and wanna eat here. When I ordered, the owner's voice was so low, oh my God. I coudn't tell what he was saying, it just sounded like ""blubup blubup"" haha. I ordered chicken noodles with 2 extra meatballs while my partner ordered bakso urat soun. Not long after, the order for my partner was served and it was below our expectations."
46366,Kawan wak karajo di gojek,My friend works at Gojek
46367,"Yo, awak alah mahubuangi via halo bca. Tapi taputuih taruih dan pulsa wak tapotong banyak kalau telepon baulang-ulang!","Yes, I've called via Halo BCA. But my connections got cut off multiple times and my credits would run out if I kept calling over and over!"
46368,"Suasano sajuak, hijau, manyagaran dan sangaik cocok untuak refreshing pas kabur dari rutinitas. Untuak makanan nan maha manuruik wak bukan masalah karano lokasi nan rancak labiah paralu.","Cool atmosphere, green, refreshing, and perfect to unwind and escape from mundane routines. As for the expensive food, personally it's not really a big deal because the great location matters a lot more."
46369,Bosan jo dunia ko yang panuah jo kamunafikan,Bored of this world so full of hypocrisy.
46370,Urang kini kabanyakan sulik maharagoi urang lain,People find it hard to appreciate others nowadays.
46371,Tampek ko maimingi makan steak jo dagiang jo hargo murah. Tapi sabananyo ndak murah kalau dibandiangan jo kualitas dagiangnyo yang ndak lamak. Dagiangnyo kareh dan rasonyo amba.,"This place promised steaks and meat for a low price. But in reality, it wasn't really that low compared to the quality of the meat, which wasn't good at all. The meat was tough and had no flavur."
46372,Pagi alah berang-berang dek pelayanan di bank cabang sanur nan ndak profesional dan mangecewaan! Ndak salah banyak panilaian customer buruak.,Early morning and I'm already fuming at the Sanur bank branch's unprofessional and disappointing service. No wonder the customer reviews were all negative
46373,Pai untuak makan siang basamo 6 kaluarga nan tadiri dari urang dewasa jo anak-anak. Kami mandapekan sauang yang jauah di ateh. Tabayang kan jalan ka ateh yang sangaik mamanekan. Tampeknyo emang rancak tapi lokasi sauang yang sangaik jauah dan mamanekan manuju ka ateh. Saran wak kalau ni ka situ jan pas makan siang soalnyo pasti panuah. Harago makanan lumayan misil. Tapi pamandangannyo rancak bana.,"Went to have luch with 6 family members consisting of adults and children. We got a grotto that was far up above. Could you imagine walking to the top? Of course it was very tiring. The place was good overall, yes, but the faraway location of the grotto and the exhausting trip up was just.... My advice is if you wanna go there, don't go during lunch cuz it's sure to be full. The price was quite high. But the view was breathtaking."
46374,Steiknyo lumayan lamak. Kadai ko cocok untuak pelajar atau mahasiswa hehehe soalnyo haragonyo tajangkau. Untuak makanannyo oke kok.,"Steak's quite good. This eatery is perfect for students or uni kids hehehe cuz the price is affordable. For the food, it's okat, kay"
46375,"Manuruik wak makan di siko porsinyo banyak dan harago murah, tu makanannyo capek lo tibonyo dan tampeknyo barasiah dan lueh","In my opinion, eating here will grant you large portions for a cheap price, add to the fact that it's served quickly, too, and the place being clean and wide."
46376,"Urang indonesia tu butuah pamimpin visioner bukannyo panghibur,","Indonesian needs a visionary leader, not an entertainer"
46377,"Tong dji manyajian baragam makan dan minuman, ndak cuma teh. Yang direkomendasian: Teh poci gulo batunyo dan nasi goreang.","Tong Dji serves various food and drinks, not only tea. Recommended ones are: earthenware rock sugar tea and fried rice"
46378,"Awak bukanlah penggemar barek kambiang dek ndak tahan jo baunnyo, tapi makan di tampek ko, wak mode ndak sadang makan kambiang! Dagiangnyo labuak, lamak, dan ndak babaun, Suasana restonyo pun lamak dan nyaman","I am not a huge fan of goats since I can't stand the smell, but while eating in this place, it's as if I wasn't eating goat at all! The meat's tender, tasty, and odourless. The resto's atmosphere, too, is nice and comfy."
46379,"Awak nio nutuik kartu kredit dari bara bulan patang, mah","I've been wanting to cancel my credit card for a few months now, y'see."
46380,Yang subana-bana real indak ado settingan,"The truly real ones, no set-ups"
46381,Ndeh indosat mangacewaan. Awak nio daftar baru kok malah kanai tarif per kb? Pulsa bakurang drastis,"Man, Indoesat is so disappointing. I was just about to register but they charged me per kb? My credits just got drained"
46382,Wak mamasan jaket gunuang eiger,I ordered a mountain jacket from Eiger
46383,"Palayanan sih emang capek tapi masakannyo asal-asalan se, asal jadi asal masak se, pasan udang saus tiram, samo se jo masakan kapitiang saus padang, tang untuak kapitiang indak diagiah kok indak dimintak.","The service was indeed quick, but the food was served carelessly, like they just wanted to push them out without care. I ordered shrimp with oyster sauce, and it was just the same crab as the one with padang sauce. The pliers for the crab was also not given unless we asked."
46384,"Restoran jo konsep tampek makan yang sangaik asri, apolai kalau malam suasananyo sangai ancak jo lampu lampunyo, makanannyo juo lamak rasonyo. Cocok untuak tampek kumpua kaluarga.","A restaurant with the concept of beautiful dining experience, especially at nighttime with its lovely atmosphere thanks to their night lights. The food is just as good. Perfect for family gatherings."
46385,Partamo cubo dek ulasan babarapo urang tapi kironyo rasonyo biaso se. Sapiriang 30 ribu. Payah cari tampek duduak.,"First tried this because of other people's reviews, but turns out the taste was nothing special. 30 thousand for a plate. Seat was hard to find"
46386,"Tadi keceknyo suruah tunggu se sampai sms ditarimo, lah saharian ndak ado jo!","I was told to just wait for the SMS, it's been a day and I still got nothing!"
