id,min,eng
257,Pagi ko lupo lapeh helm abang gojek siap turun dari motor gara-gara mangaja bus,This morning I forgot to take off the borrowed Gojek driver's helmet after getting off the bike because I was chasing the bus.
348,"Den kesal sajak februari ditelpon tiok hari dari mnc tv. Den ndak pernah langganan, den bapuluah kali klarifikasi  ","I'm so frustrated. I've been getting calls from MNC TV everyday since February. I never even subscibe to them, and I've clarified that dozens of times."
82,Ayah biasonyo mamakai semir sapatu kiwi,Dad usually uses Kiwi shoe polish
305,"Awak tamasuak salah surang urang yang cukuik setia jo kampuang daun dari mulo bukak di taun 2003 kalau ndak salah, kualitas makanan mulonyo oke, tapi sajak tambah rami dan makin ka siko, makanan yang diidangan ndak sarupo biasonyo dan takadang urang yang maidangan takasan acuah bana, awak pasan bamacam jenis makanan tapi nan tibo alah kondisi dingin dan ndak menarik, tampek menarik.","I suppose I can bee considered as one of the regulars of Kampung Daun since its opening in 2003, if I'm not mistaken.The food quality was all right at first, but with more people coming in, the dishes being served do not feel like they used to and sometimes the servers come off as really uncaring. We ordered a variety of dishes but was served cold and distastefully, the place is good, though."
230,"Hargonyo talalu maha, padahal makanan yang dijuaan makanan indonesia umumnyo. Padahal untuak manikmati makanan sajenis di tampek lain jauah labiah murah. Nasi goreng se di siko maha bana bana! Kesal.","The price is way too high, even though the food is just your typical Indonesian food. You could enjoy similar dishes in other places for way less. Even the darn fried rice costs an arm and a leg! So frustrating."
73,Adiak wak sadang manonton harry potter di trans tv,My brother is watching Harry Potter on Trans TV
137,"Bini wak yang indak suko bana jo ramen, untuak kini keceknyo lamak dan gurih. Inyo malah mamasan lo surang liak nan untuak dirinyo sasudah mancubo pasanan wak.","Even my wife, who isn't much of a ramen fan, said that it was delicious and savory for once. She even ordered some for herself after tasting mine."
220,Maurus gaji karyawan surang se ndak becus tu nio maurus bumn. Pikia pakai utak,"You can't even pay your own employees right, and you wanna manage a state-owned enterprise? Get real, fool."
249,"Salah ciek tampek makan dan tampek bakumpua yang direkomendasian kawan nan oke bana. Tampeknyo emang lumayan naiak kalau dari kota, dan agak masuak-masuak sampai ndak tacaliak kalau dari jalan utamo. Tapi makanannyo lamak, tampeknyo asik, haragonyo pun standar. Masih pantas jo haragolah. Buliah kalau ka Malang pai ka siko liak.","One of the restaurants and hanging spots recommended by my friend which was very good. The location was kinda far from the city, and it's somewhat inside the alleyway even it's not visible from the main road. But the food was amazing, the place was fun, and the price was standard. It was worth every penny. Would love to come again when visiting Malang next time."
330,"Tampeknyo nyaman dan takasan sajuak. Satenyo juo lamak dan ado menu lainnyo lo di tampek iko, ndak hanyo sate","The place feels breezy and comfy. The satay is also good, but there's a lot more in the menu than just satays"
326,Yakin tu ikhlas? Tulus? Bukannyo tu cuma pencitraan se yo?,"Ya sure that's sincere? Genuine? a publicity stunt, yo?"
109,Iko adalah sop stengkel talamak di aceh tamiang.,This is the most delicious stengkel soup in Aceh Tamiang
25,"Rumah makan di jalan anggrek ko punyo kaistimewaan macam seafood yang baragam samo ado yang masih iduik untuak dipiliah jo dimasak pas itu juo. Babagai macam masakan dapek dipiliah jo waktu nan singkek mambuek awak ndak talampau lamo kelaparan manunggu. Menu karapu kukuihnyo sangaik lamak jo gurih, apolai bilo dimasak jo lauak nan masih segar. Lokasi cukuik sajuak, harago murah.","This restaurant in Anggrek Street has a unique and varied selection of seafood, some are even living and can be cooked on demand. The dish variety and the short wait time certainly won't leave us starving for too long. The steamed grouper is especially delicious and flavourful, even more so if cooked while the fish is still fresh. The place is pretty breezy, and the price is reasonable."
30,"Dalam ajang pialo dunia 2018 beko, telkomsel maambiak bagian sabagai pandukuang panyiaran resmi dalam perhelatan sepak bola dunia tu.","In the upcoming 2018 World Cup, Telkomsel will take part as an official broadcasting partner for the worldwide football event. "
345,"Dari samalam kok indak bisa dipakai, layanan indosat kok kayak giko. Daftar extra 2 gb 10 ribu indak bisa-bisa, sio-sio pulsa wak malah abih indak dipakai apo-apo.","I couldn't use it since last night, why are your service like this, Indosat? Registered for an extra 2 GB for 10 thousand and couldn't do anything with it, what an absolute waste of my credits."
369,Mamiliah gubernur atau indak adalah piliahan satiok urang.,Whether or not to vote for the governor is everyone's choice
43,"Rumah makan nusa indah kini mangacewaan ah. Kumuah, urang didiaman se marokok di ruangan ba ac, makanan lamo tibonyo.","Nusa Indah Eatery is disappointing now, man. Filthy, smokers are just allowed in AC-ed room, food takes a decade to come."
356,"Asli lah indihome parah bana lah kini, apo gunonyo bayia maha maha gilo emosi ko yo sabana","Swear for goodness' sake, Indihome is really terrible now, what's the use of paying so much, really going crazy with my emotions, damn, for real."
294,Ka siko wakatu acara kantua. Ado live musik. Menu baragam. Cocok kalau pai ramai-ramai tapi saleronyo beda-beda. Ramennyo lamak.,Went here during an office event. There is live music. The menu is varied. Perfect if you wanna go together but everyone has different tastes. The ramen is delicious.
26,"Mode biaso kami salalu mancari kuliner nan lain daripado yang lain, dapeklah kami di tampek iko yaitu the restaurant padma hotel. Kami mamasan menu yang ado. Ado dari inddonesia, eropa dan chinese, tanyato sado masakannyo lamak sadonyo.","As usual, we always look for a unique culinary experience like no other, and we found this place called Padma Hotel Restaurant. We ordered the available menu. There was Indonesian, Eurpean, and Chinese food, and all of them tasted great."
266,"Ndak mode kabanyakan restoran dan kafe lain, konsep tampeknyo dibuek unik. Banyak lampu-lampu, lukisan, semi antik. Makanan jo minuman lumayan cukuik lamak, yang buek takajauik mancaliak daftar menunyo. Haragonyo wuooow pas bana di kantong. Dan yang pasti harago murah ndak buek raso jadi beda, tatap lamak jo bakualitas.","Unlike most other restaurants and cafes, the concept of this place is unique. Lots of lamps, paintings, and semi-antiques. Food and drinks were pretty good, but the surprising part was when I looked at the menu. The price was wowww, just right for my pocket. And of course, the low price didn't make it taste any different, it was still appetizing and high-quality."
68,"Waktu partamo ka situ, meja-meja mulai usang dan juo menu makanan yang indak baitu bavariatif. Tapi hargonyo ndak bisa dikecekan murah, dek saharusnyo jo hargo-hargo sagitu bisa dapek yang labiah ancak. Tarutamo waktu wak ka toilet, sangaik kumuah dan baun ndak lamak:","The first time I came there, the tables were worn-out and the menu didn't have much to offer. But the price wasn't appropriate at all, because you could have gotten a lot more for the price you paid them. Especially the toilet, it was gross and absolutely reeking."
107,"Makan basamo kaluarga akan labiah manyanangan jo sadolah fasilitas nan ado. Lokasi nan rancak, makanan nan cukuik lamak jo baragam piliahan. Dan pamandangan jo suasana jadi andalan","Dining with your family is more fun with all the facilities available. Location's good, food's quite delicious with a variety of choices. And the scenery & mood are just the cherries on top."
334,"Minimal internet wak putuih tibo-tibo, 1 rumah pakai simpati sadolahnyo baitu juo indak bisa connect internet","My minimum internet was suddenly cut off, everyone in the house uses Simpati and they have the same problem: can't connect to the internet"
178,Tolong dikiriman baliak tagihan wak bulan patang,Please refund the fees I sent last month.
232,120 peserta nan lulus ko ka dibagi manjadi 4 kelas jo jumlah masiang masiang 30 siswa.,"The 120 candidates who passed will be divided into 4 classes, with 30 students in each of them."
289,"Katonyo jam ini water resist, tapi dipakai baranang se alah mati","They claimed this watch is water-resistant, but one swim and it's dead."
344,"Kecewa rasonyo jo palayanan yang diagiah hotel bintang ampek ko. Pas awak manginap di hotel tu, awak mandapek palakuan kurang lamak dari palayan yang ado. DItambah lo jo kamar mandi nan ndak ado tisunyo. Padohal haragonyo lumayan maha. Tapi ndak sasuai jo palayanan yang diagiah.","Pretty disappointed with the service of this so-called four-star hotel. When I stayed in that hotel, I received less than savory treatment from the concierges. Not to mention that the bathroom didn't even have tissues in it. Even though the price was quite high, the service given wasn't up to par."
278,"Tampek minum kopi dakek kampus UI, vietnamese kopi -nyo lamak, haragonyo relatif sadang, cocok untuak bakontemplasi sambia mangarajoan tesis","The coffee shop near UI campus, the vietnamese coffee is delicious, the price is relatively modest, good place for contemplating while doing your thesis."
20,Akses manuju dusun bambu bisa ditampuah kiro-kiro dalam wakatu 1-2 jam manggunoan oto pribadi. Bakunjuang ka dusun bambu diusahoan pas sanjo karano awak dapek maliek jaleh pamandangan nan ado dan waktu yang pas untuak makan malam.,The road to Dusun Bambu can be travelled in around 1-2 hours by a private car. Try visiting Dusun Bambu around dusk because it's when we can clearly see the scenery and just in time for dinner.
117,"Sup guramenyo lamak, pelayanan capek, ramah. Restoran barasiah. Karano porsi nasi sangaik saketek, untuak nan suko makan pasti manambah.","The gourami soup is delicious, the service is quick and kind. The restaurant's clean. Since the rice portion is scarce, you'll be asking for seconds if you're a big eater."
386,Hypermart sadang maagiahan diskon 20% untuak produk segar satiok hari senin-kamis jo mandiri kartu hypermart,Hypermart is giving a 20% discount on fresh products every Monday - Thursday with the Mandiri Hypermart Card
143,Nio berang ka indosat! Baa kok sinyalnyo ilang taruih se,"Wanna go ham on Indosat! Why does the signal keep disappearing, ugh"
139,"Salah ciek restoran seafood tabaiak di kota ko. Sabaiaknyo tibo pas liburan hari sabtu, kapitiang masih rancak baru tibo. Harago basaiang, indak murah memang tapi indak lo maha do.","One of the best seafood restaurants in this city. Better come here on free Saturdays, while the fresh crab's just in. Competitive price, not too cheap, but not that pricey either."
5,Iko salah ciek contoh generasi yang ndak baguno. Bukan malah bamanfaat untuak bangsa tapi malah jadi suatu nan babahayo dek bangsa! Mantap tangkok se pakai uu ite,"This is an example of a useless generation. Rather than being beneficial for our country, it instead becomes something that threatens it! Great job, just arrest them using UU ITE"
165,"Restoran bagaya zaman dulu. Ado display kue-kue, es krim juo. Suasana nyaman. Makanan khas rumahan. Bisa untuak rombongan maupun jo kaluarga. Makanannyo lamak. Nasi ulamnyo lamak. Nasi tutug oncomnyo juo oke. Masakan eropa, asia, nusantara tasadio di siko. Tingga piliah. Anak-anak suko makan es krimnyo di siko.","An old-school style restaurant. There are cakes as well as ice cream on display. The vibe is nice. Distinctly homely menu. Fit for groups or families. The food tastes pretty good. The nasi ulam is delicious. The nasi tutug oncom is also tasty. They serve European, Asian, and Nusantara cuisine here. You can take your pick. The kids love eating ice cream here."
390,"Awak kecewa barek jo pelayanan karyawan lion di gate a6 bandar udaro cengkareng. Awak didutoan, barang rusak dan kumuah tibo tujuan.","We are so disappointed with the services of Lion's employee posted in Gate A6 of Cengkareng Airport. I was lied to, and my item's broken and filthy upon arrival."
61,"Makan kaki kambiang paho nan ampuak jo lumayan gadang untuak nan medium, pas untuak ciek urang, makan ndak pakai nasi, samo es lemon tea. Segar kurangnyo cuma tampek barasok, wajar se namonyo kambiang baka hehehe","I had goat leg, it was tender and quite big for medium size. Perfect for one person, with no rice, coupled with iced lemon tea. Pretty fresh, but the place reeked of smoke. I guess it's expected, it's roasted goat after all, hehehe"
194,Pakai laurier double pas nio lalok wakatu menstruasi bia ndak bocor,Use Laurier Double before bed when you're in your period to avoid leaking out.
360,Segel rapi walau kotak agak penyok,The box is well-sealed even though it's a little bit dented
163,"Kecewa jo proses pambatalan tiket, alah 43 hari tapi ndak jo ditransfer. loket ndak nio malayani",Disappointed with the ticket refund process. 43 days and they still haven't transfered it. The counter won't accept my requests
350,Bakso jo ceker atau kaki ayam tu sensasi yang manakjubkan. Lamak bana ko pokoknyo salain bakso masih banyak menu yang lain. Pokoknyo direkomendasian bana lah,"The meatball with chicken feet is an amazing sensation. It's just so tasty, alright other than meatballs, there are other menus, too. It's just totally recommended, okay."
189,"Dari banyaknyo restoran sunda di Bandung, manuruik wak Ciganea salah ciek favorit wak. Awak suko karano ayamnyo khas, digorengnyopun indak talalu kariang. Dah tu ladonyo pun indak kalah lamak. Menu nan lain pun lamak. Tampeknyo bak kato rumah, indak gadang bana tapi cukuik lah, dan barasiah pulo.","Out of all the Sundanese restaurants in Bandung, I personally think Ciganea is one of my favorites. I like it here because their chicken is unique, fried but not too dryly. The sambal's taste is no slouch either. Other menus are also wonderful. The place feels like home, not too big, but just enough, and it's clean too."
67,Dapek bonus tcash 12.500 tapi ndak bisa dipakai untuang bali pulsa yang saharago 10 ribu h aneh,"Got a 12.500 Tcash bonus but coudn't use it to buy 10 thousand credits, huh weird."
273,"Order soto jo iga baka, ditambah suasana nan dingin. Rasonyo lamak dan dilayani dengan ramah dek uni diah, tisna, echa. Alah duo kali tibo ka siko dan taruih pueh jo kualitas makanan dan pelayanan:","Ordered soto with grilled ribs, coupled with the cold atmosphere. The taste was delish and served kindly by Mbak Diah, Tisna, and Echa. I've come here twice and I'm always satisfied with the food quality and services."
41,"Mancubo untuak bukak puaso di siko. Jo harago yang tagolong maha di antaro hotel babintang sakelasnyo, raso yang ditawaan sangaik mangacewaan. Pastanyo amba, makanan lain juo amba. Sangaik babeda jo apo yang biaso ditawaan. Dan palayanan juo kurang profesional waktu melakuan mambaia jo manggunoan kartu kredit.","I tried to break my fast here. For a relatively expensive price compared to high-class hotels like it, the food was very disappointing. The pasta was bland, and the others were just as tasteless. A lot different than what they usually served. And the service wasn't all that professional, especially when paying with credit cards."
90,Anak kini baru gadang alah bagak mancilok,"Kids these days, having no qualms about stealing even though they just grew up."
141,"Citoraso biaso senyo, indak ado nan spesial. Harus manunggu cukuik lamo datangnyo makanan, pelayanpun kurang ramah.","Citrarasa is mediocre, nothing special. You have to wait a long time for the food. The waiters are also not very friendly"
188,Sate kambiang H. Ihsan ko cukuik takenal di tegal. Apobilo ndak bisa mangunjungi lokasi di pusatnyo. Sanak bisa lo basuo sate kambiang H Ihsan di babarapo tampek makan di kota tegal.,Sate Kambing H. Ihsan is pretty popular in Tegal. If you can't come to the main location. You can also find Sate Kambing H. Ihsan in many restaurants in Tegal city.
204,"Palayanannyo sangaik rancak, sangaik mamuehan dari segi tampek, indah bana bisa mancaliak pamandangan kota di malam hari dari segi makanan, terbaik! Makanannyo lamak bana ndak manyasa untuak tibo ka siko.","Amazing services, the place is great, very satisfying to see the beautiful city night view. And for the food, it's the best! They're so good, you won't regret coming here."
122,"Talatak di tapi bukik, tampeknyo lueh, manyanangan dan nyaman. Punyo pamandangan yang mamanjoan mato, contohnyo gunuang, pakabunan, dan kota banduang kalau dicaliak dari ateh. Pegawainyo cekatan dan ramah. Menu makanan di dominasi dek menu steak walaupun ado juo nasi goreng, gurame, dll. Restoran yang direkomendasian untuk dikunjuangi wakatu datang ka banduang.","Located in the hillsides, the venue is vast, enjoyable, and comfortable. Has a scenic view that's a sight for the eyes, such as mountains, orchards, and the city of Bandung viewed from the top. The staffs are skilled and kind. The menu is dominated by steaks, but there are also fried rice, gourami, etc. This restaurant is highly recommended if you're visiting Bandung."
316,"Maaf, indak nomer awak se nan baitu, awak tanya ka sadolah nan pakai di daerah situ, mangatoan hal nan samo, masih indak nio ngaku jo kalau memang sinyalnyo nan buruak","Excuse me, but it's not just my number experiencing that, I've asked everyone who uses it in that area, and they all said the same thing, still don't wanna admit that your signal is just that bad?"
341,Palakunyo jan disarahan ka pak polisi. Kubua iduik-iduik se.,Don't hand the perp over to the po-po. Just bury 'em alive.
218,"mancari suasano nostalgia di jogja, tampek ko adalah pilihan nan tapek! Menu makanan didominasi makanan-makanan nan dipangaruahi gaya makanan balando. Favorit awak steak sirloin. Restoran ko punyo lo toko roti jo piliahan roti bagaya jaman dulu.","Looking for a nostalgic mood in Jogja, and this place fits the bill! The food menu is dominated by Dutch-inspired dishes. My favorite is the sirloin steak. This restaurant also has a bakery with vintage-style bread options."
343,"Ha parahnyo jne! Awak manalepon ndak diangkek, tweet ndak dibaleh, email ndak dibaleh, pasan ndak dibaleh!","Wow JNE is truly horrible! No calls picked up, no tweets replied, no emails replied, no messages replied!"
40,Tampeknyo rancak untuak dinikmati malam-malam. Cukuik nyaman. Harago cukuik tajangkau. Yang paliang awak suko tu steak tenderloinnyo. Cukuik lamak.,"Perfect place to enjoy the night. It's quite comfy. Somewhat affordable, too. My favorite is the tenderloin steak. Pretty delicious"
222,"Pernah makan di poolside hotel hilton? Sabana indak rekomendasi untuak raso jo harago. Makanan kurang raso, den baok 20 urang. sadonyo kecewa.","Ever eaten on the poolside of Hilton Hotel? Not recommended at all in terms of taste and price. Lack of flavour in the dishes. I brought 20 people, all were upset."
201,"Pai basamo keluarga makan malam, haragonyo maha jo raso yang biaso se.","Went with my family for dinner, high price for mediocre flavours"
112,"Kami mangunjungi tampek ko karano lokasinyo nan badakekan jo tampek kami manginap. Kami mamasan nasi baka dan pasta. Nasi bakanyo lamak, banyak piliahan, dan indak padeh, bisa untuak anak-anak. Sadang pasta hanyo ado samacam, namun rasonyo pun lamak. Harago makanan pun indak maha dan tajangkau untuak makanan di bawah 30 ribu. Di tampek ko pun gratis wifi.","We visited this place because the location was near the place we were staying in. We ordered Nasi Bakar and pasta. The Nasi Bakar was great, lots of options, and not spicy, appropriate for children. The pasta only had one type, but it tasted wonderful too. The price wasn't too expensive, food under 30 thousand were definitely affordable. This place also had free-wifi."
368,"Awak ka siko samo pacar, tampeknyo cukuik lueh dan ado area indoor samo di luanyo. Awak duduak di tampek indoor nan ado pamandangan ka arah lua, jadi ado jendela kaco. Untuak makanan wak cukuik pueh. Dari sisi harago emang sabandiang jo apo nan ditawaan","I came here with my significant other. The place was pretty wide and there was both indoor and outdoor areas. I sat indoors with an outside view through a window. As for the food, I was pretty satisfied. The price was well worth what was offered."
228,"Salamaik sore ibuk, tentang produk perbankan bank mandiri apo nan bisa awak tolong? Yogi","Good afternoon, Ma'am. Regarding Mandiri Bank's banking products, how may we help you? Yogi"
37,"Kami ado acara makan malam waktu tu, ice krimnyo ndak dipisahan jo espresso jadi ndak bisa mancampua sasuai salero surang-surang. Salmon steaknyo juo kurang segar, kulik salmonnyo kareh, bantuaknyo lamo di kulkas atau freezer. Padohal tu menu utamo yang saharusnyo lamak.","We had a dinner event at the time, the ice cream was not separated from the espresso so we weren't able to mix it to our personal preferences. The salmon steak wasn't that fresh either, the skin was tough, must've been kept too long in the fridge or freezer. Ironic, considering it was supposed to be the delicious main course."
156,Awak bela-belaan dari bogor 7 jam demi makan sup buntutnyo tapi awak tunggu dari jam 8.30 alun bukak juo. Akhirnyo awak tibo jam 10.00. Pasan sup buntut alun ado jo alasan tadi malam rami jadi chefnyo masih tepar. Wow alasan macam apo mode itu? Beda bana wakatu wak makan 1 tahun nan lalu yo. Tampek sangaik kumuah bantuak indak niek punyo usaho.,"I went throgh a 7-hour trip from Bogor just to eat that oxtail soup but I had been waiting from 8.30 and they weren't open yet. In the end, I decided to come at 10.00. Ordered the oxtail soup but it was not available because last night was so hectic so the chef was still exhausted. Wow, what kind of excuse was that? So different from when I was here a year ago, huh. The place was also filthy, like no one actually cared to run the business."
161,Tampek ko ndak cocok untuak keluarga yang mambaok balita. Jalanan sangaik curam. Untuak anjuangan foto di lua hanyo buliah diisi max 10 urang tapi masih banyak yang mamaso naiak untuak bafoto.,"This place is not fit for families who bring along toddlers. The streets are so steep. For the photo booth outside, it can only be filled with max. 10 people but still so many are forcing themselves to get on it to take photos on."
384,Anw indomie partamo di 2018 den tadi malam kironyo nikmat,"Anyway, my first Indomie in 2018 last night turned out to be delightful."
229,"Suasanonyo di tampek ko sungguah lua biaso. Katiko itu kami tibo pas sanjo manjalang malam, dan mandapekan ruang nan maadok ka aia tajun. Gemercik aia tajun dan suasano padesaan manambah nikmat suasano makan malam kami katiko itu. Makanan disajian jo gaya tradisional dan rasonyo cukuik manarik untuak lidah kami.","The vibe in this place was truly amazing. One time we came here at dusk, and we got a spot facing the waterfall. Splashing sounds of the waterfall and the rural mood of the villages added to the pleasant mood for our dinner that time. Food was served traditionally and they gave our taste buds an interesting flavour."
339,"Sasuai rekomendasi, awak mancubo mie goreang spesial dan rasonyo menuruik awak sangaik biaso se dan kurang cocok di lidah","As per recommendation, I tried the special mie goreng but for me it was very mediocre and didn't fit my palate."
208,Raso makannanyo biaso se dan haragonyo maha. Tampeknyo biaso lo. Lokasinyo talampau jauah lo dari tangah kota.,"The taste is so-so but it's so expensive. The place is also ordinary. Located way too far from the city centre, too"
259,"Menu nan awak pasan udang, sapi, sapo sadolahnyo lamak, sampurna dimasaknyo, rasonyo pas, bakualitas tinggi. Tempek lueh, pelayanan oke bana. Sadolahnyo ramah dan ramah jo anak-anak","We ordered shrimps, beef. claypot, and everything was tasty, cooked to perfection, hit the spot, and high-quality. The place was big, and the service was a-okay. Everyone was kind and nice to the kids."
171,Untuak anda nan mancari resto dengan suasana nan romantis indak salah lai ka siko se lah. Dan kalau randah anda pas-pasan pasan se menu yang ringan-ringan. Jan takicuah jo picture di buku kalau indak nio manyasa. Menu sukinyo labiah oke tapi kayaknyo manga yo jauah-jauah bamacet ria ka siko hanyo untuak mancari itu. Di kota labiah afdol kayaknyo. Pemandangan jogja malamnyo macik.,"For those who want a resto with a romantic feel, you've come to the right place. And if you're low on cash, just order the lighter stuff. Don't be fooled by the pics in the menu if you don't wanna regret it. The suki menu was okay but it might not be worth your time getting stuck in traffic just for that. I think the ones in the city are a lot better. The night view of Jogja was great, though."
177,"Banduang takenal sabagai tampek produksi tahu lokal jo kualitas prima, salah ciek nan tabaik bisa dicari di warung telaga. Mereka punyo pabrik surang di jalan Jendral sudirman, tapi mangambangan bisnisnyo manjadi sajian kuliner juo. Ado babagai piliahan sajian tahu. Sangaik direkomendasian bagi pacinto kuliner.","Bandung is famous for its high-quality local tofu production, and one of the best can be found in Warung Telaga. They have their own factory on Sudirman Street, but have since expanded their business into culinary. There's a lot of tofu menus available. Highly recommended for culinary lovers"
135,Sado yang dikecekan samo pak rocky tu ndak badasar. Heran yo kok bisa jadi professor.,Everything Mr. Rocky said was baseless. It's a wonder how he's even a professor at all.
52,Bagian sabanyak-banyaknyo. Bia urang ko diproses.Taragak mancaliak video minta maaf sambia nangih-nangih dah tu mangadu ka amak tu ngecek kalau parlakuan itu indak sangajo.,Share this as much as you can. Let's see him get arrested. Been a long time since I see someone apologizing while crying their eyes out and begging to their moms saying that it was just an accident.
164,"Pilihan makanan dan minuman banyak untuak dipiliah. Dan tampeknyo gadang, dibagi manjadi banyak bagian dan konsep. Untuak harago cukuik pas untuak di kantong.","The choices of food and beverages are plentiful. And the venue is big, separated into several parts and concepts. For the price, it's just right for  my pocket."
304,"Restonyo rancak dan gadang. Wakatu ka siko makan siang dan hari minggu rami bana pangunjuang. Makanannyo lamak lamak, gurame goreang dan ladonyo mantap.","Resto's great and big. When I came here for lunch on a Sunday, it was jam-packed with customers. The food's all delectable there, the fried gourami and the sambal's to die for."
192,"Baa kok ka indak berang lo, kanai php indosat taruih ha. Pulsa taruih tapotong abih indak basiso.",How can I not be mad if Indosat keeps giving me false hopes like this? My credits keep getting drained completely.
260,"Panek maantri, panek mancari tampek duduak, panek duduak. Untuak nan ndak punyo waktu lamo tu alah litak, ancak ndak ka siko. Awak ka siko pas libur rayo makanan di ruko dakek siko agak maha dan rasonyo standar.","Sick of the long lines, sick of looking for seats, sick of sitting down. If you don't have much time and just starving, don't bother coming here. I came here during Lebaran holiday and the shops around here were pretty pricy while having mediocre food."
44,Nadia mancari kemeja untuak adiaknyo di uniqlo,Nadia is looking for a shirt in Uniqlo for her brother.
103,"Tampek ko sabana manarik, pamandangan rancak, ado arena bamain di lua untuak sakaluarga. Sangaik disaranan untuak keluarga yang punyo anak ketek. Makanan halal dan menu bavariasi.","This place is very interesting, the view's good, there's a play arena outside for the whole family. Highly recommended for families with children. Halal food with a varied menu."
284,Kesal se jo parangai nyinyia taruih kalompok sabalah.,Just upset with the babbling attitude of the other group.
320,Iphone iko. Kamera kalamnyo wassalam buruak bana indak bisa diandaan bana kalau maleh baok kamera.,"What's with this iphone. My goodnes, the camera is so dark and ugly. Unreliable when I'm too lazy to bring a camera."
313,alah manunggu jne kironyo inyo tibo bisuak. Raso nio berang wak deknyo,I've been waiting for JNE and turns out they would only arrive tomorrow. I'm this close to exploding
393,"Mangunjuangi tampek ko untuak istirahat siap panek macet di perjalanan, makanan oke, tapi kue-kuenyo mantap, jadi tabaialah.",Going to this place to rest after dealing with traffic jam. The food was okay but the cakes were awesome. Totally worth it
99,"Itu indomie samo mangkoknyo alah bakaliaran, tapisah lo samo wadahnyo.","The indomie and the bowl were all over the place, to the point the contents got separated from the container."
146,Babagai macam minuman segar tasadio mulai dari jus buah sampai aneka teh.,"Many kinds of fresh drinks are available here, ranging from fruit juices to different types of tea."
287,"Reunion house ko direkomedasian bana untuk makan siang di Bandung. Tampeknyo nyaman, sero untuk maota santai jo sia se. Menunyo pun oke bana","This Reunion House is highly recommended if you wanna have lunch in Bandung. It's cozy, perfect for relaxing and chatting with anyone. The menu is also top-notch."
235,"Ma ko lamo bana konfirmasinyo? Iko alah dibayia, alah mangiriman bukti transfer, tapi e-tiket tetap ndak kalua? Awak kecewa, ndak nio digantuang mode iko.","Come on where's my confirmation? I've paid for it and sent the payment slip already, but my e-ticket won't come out? I'm disappointed, don't leave me hanging like this."
264,Minta informasi tentang daftar hargo baju nan sadang dijua,Need price list info for the clothes on sale
132,Awak nio bali 20 tiket untuak laga persebaya vs arema bisuak.,I'd like to buy 20 tickets for Persebaya vs Arema showdown tomorrow
54,Olahraga di malam hari bisa jadi piliahan untuak maiisi wakatu luang.,Nightly exercise can be a viable option to fill in your free time.
38,"Tampeknyo mudah ditamuaan. Barasiah jo higienis, palayanannyo rancak, awak bisa diskusi tantang masakan yang tasadio. Sero.","The place is easy to find. It's clean and hygenic, the service's great, and we can discuss the available meals. Pretty cool"
295,"Awak jo keluarga makan malam di tampek ko karano salain menu utamo batagor ado jo menu lain. Wak hanyo pasan 2 menu yang akhirnyo tibo satalah 45 minik, itu pun satalah beberapa kali wak tanyoan. Dari segi raso beberapa menu yang sabalumnyo wak pernah cubo lumayan lamak. Saran sabalun mamasan labiah ancak tanyoan bara lamo mambuek menu yang dipasan","I came for dinner with my family here because it had more menus aside from the main batagor menu. I only ordered 2 dishes that eventually came after 45 minutes, and that despite having already asked about it a couple of times. As for the taste of the ones I've had before, they're pretty good. Word of advice, ask about the waiting time for your dish before you order."
187,Musim hujan mode ko satiok hujan pasti indak tanang takuik kabanjiran.,"During wet season like this, I always get restless when it's raining, I fear it might flood."
224,"Kalau ka siko wak taruih pasan ubi parancih samba roa. Ubi parancih digoreng dipadanan jo sambal roa, lamak. Makanan lainnyo juo lamak tapi untuak wak dan keluarga yang paliang lamak di siko yo makan ubi parancih sambia minum kopi.","If you come here, make sure to order the sambal roa cassava. The fried cassava combined with sambal roa tastes amazing. The other ones are great too but for me and the fam, our favorite is of course cassavas coupled with a good coffee."
11,"the peak talatak di dakek lembang, daerah darek di banduang yang sajuak jo tampek yang rancak bana tapi jalan untuak sampai di tampeknyo bakelok jo tikuangan tajam, ndak disaranan jalan pas hujan jo malam hari. Di the peak ado restoran samo pamandangan kota banduang yang rancak dari bukik, harago makanan nan maha bana jo ndak sasuai bana.","The Peak is located near Lembang in the breezy highlands of Bandung, which is ideal, but you'll have to go through quite a winding and steep road, with sharp turns along the way. Driving here at night or while raining is not recommended. In The Peak, there's a restaurant with a beautiful hillside view of Bandung city, but the meals are very expensive and not at all worth the price."
148,Punyo restoran harus mewah rapi masa iko balumuik bajamur pelayan kurang mamuehkan masa wak ditumpahan aie minumannyo ado madu wak tu alergi madu,"If you were gonna run a restaurant, make sure it's fancy and tidy, not mossy and mouldy like this. The waiters were also bad, I can't believe they spilled some drink on me. Worst part was the drink had honey in it, and I'm allergic to honey."
352,"Tampek parkir talampau sampik, sampai oto harus dititipan ka lahan parkir nan ado di sabarang hotel.","The parking lot is too small, even cars have to be in a separate parking area across the hotel"
159,Salah ciek mal jo konsep nan cukuik unik. Banyak piliahan restoran sahinggo cocok untuak mahabisan waktu basamo kawan-kawan.,One of the malls with a pretty unique concept. Lots of restaurants to choose from so it's perfect for spending time with friends.
